LOCATION_CODE,MAT_CODE,PRODUCT_SUBTYPE,TRADE_PRODUCT_BRAND,TRADE_PRODUCT_MODEL,COLOR,PRODUCT_NAME,REQ_DATE,LUNCH_DATE,START_DATE,END_DATE,sum_lambda,SALE_AMT
1101,NEW0AP00111-BK01,HANDSET,APPLE,IPHONE1164,BLACK,IPHONE 11 64GB,2019-12-02,2019-10-11,2019-12-03,2019-12-09,6.6478,14
1101,NEW0AP00111-BK01,HANDSET,APPLE,IPHONE1164,BLACK,IPHONE 11 64GB,2019-12-05,2019-10-11,2019-12-06,2019-12-15,9.6261,11
1101,NEW0AP00111-BK01,HANDSET,APPLE,IPHONE1164,BLACK,IPHONE 11 64GB,2019-12-09,2019-10-11,2019-12-10,2019-12-16,6.772399999999999,7
1101,NEW0AP00111-BK01,HANDSET,APPLE,IPHONE1164,BLACK,IPHONE 11 64GB,2019-12-12,2019-10-11,2019-12-13,2019-12-22,9.8066,14
1101,NEW0AP00111-BK01,HANDSET,APPLE,IPHONE1164,BLACK,IPHONE 11 64GB,2019-12-16,2019-10-11,2019-12-17,2019-12-23,6.8994,10
1101,NEW0AP00111-BK01,HANDSET,APPLE,IPHONE1164,BLACK,IPHONE 11 64GB,2019-12-19,2019-10-11,2019-12-20,2019-12-29,9.9905,18
1101,NEW0AP00111-BK01,HANDSET,APPLE,IPHONE1164,BLACK,IPHONE 11 64GB,2019-12-23,2019-10-11,2019-12-24,2019-12-30,7.0287,15
1101,NEW0AP00111-BK01,HANDSET,APPLE,IPHONE1164,BLACK,IPHONE 11 64GB,2019-12-26,2019-10-11,2019-12-27,2020-01-05,10.1777,21
1101,NEW0AP00111-BK01,HANDSET,APPLE,IPHONE1164,BLACK,IPHONE 11 64GB,2019-12-30,2019-10-11,2019-12-31,2020-01-06,7.160399999999999,12
1101,NEW0AP00111-BK01,HANDSET,APPLE,IPHONE1164,BLACK,IPHONE 11 64GB,2020-01-02,2019-10-11,2020-01-03,2020-01-12,10.3682,12
1101,NEW0AP00111-BK01,HANDSET,APPLE,IPHONE1164,BLACK,IPHONE 11 64GB,2020-01-06,2019-10-11,2020-01-07,2020-01-13,7.2945,7
1101,NEW0AP00111-BK01,HANDSET,APPLE,IPHONE1164,BLACK,IPHONE 11 64GB,2020-01-09,2019-10-11,2020-01-10,2020-01-19,10.5626,13
1101,NEW0AP00111-BK01,HANDSET,APPLE,IPHONE1164,BLACK,IPHONE 11 64GB,2020-01-13,2019-10-11,2020-01-14,2020-01-20,7.431299999999999,10
1101,NEW0AP00111-BK01,HANDSET,APPLE,IPHONE1164,BLACK,IPHONE 11 64GB,2020-01-16,2019-10-11,2020-01-17,2020-01-26,10.7606,8
1101,NEW0AP00111-BK01,HANDSET,APPLE,IPHONE1164,BLACK,IPHONE 11 64GB,2020-01-20,2019-10-11,2020-01-21,2020-01-27,7.5705,2
1101,NEW0AP00111-BK01,HANDSET,APPLE,IPHONE1164,BLACK,IPHONE 11 64GB,2020-01-23,2019-10-11,2020-01-24,2020-02-02,10.9621,9
1101,NEW0AP00111-BK01,HANDSET,APPLE,IPHONE1164,BLACK,IPHONE 11 64GB,2020-01-27,2019-10-11,2020-01-28,2020-02-03,7.7123,12
1101,NEW0AP00111-BK01,HANDSET,APPLE,IPHONE1164,BLACK,IPHONE 11 64GB,2020-01-30,2019-10-11,2020-01-31,2020-02-09,11.1678,15
1101,NEW0AP00111-BK01,HANDSET,APPLE,IPHONE1164,BLACK,IPHONE 11 64GB,2020-02-03,2019-10-11,2020-02-04,2020-02-10,7.857,9
1101,NEW0AP00111-GN01,HANDSET,APPLE,IPHONE1164,GREEN,IPHONE 11 64GB,2019-12-02,2019-10-11,2019-12-03,2019-12-09,4.2424,6
